DatasetYear,AnalysisPreconditions,CalcYear,ConnectionPointCode,ConnectionPointName,ConnectionPointLongitude,ConnectionPointLatitude,ProductionSurplus_MWh,ProductionRatioSolar,ProductionRatioThermal,ProductionRatioWind
2021-01-01,ProduktionsReference,2025-01-01,FVO,150 KV STATION FYNSVÆRKET,10.405062,55.4264,120282.2311,1.7,87.4344,10.9
2021-01-01,ProduktionsReference,2025-01-01,FUG,Fuglebjerg,11.573088,55.310302,-4155.976129,4.8,16.1807,79.1
2021-01-01,ProduktionsReference,2025-01-01,FRT,FrøStrup,8.930108,57.069147,39222.74437,0.4,0,99.6
2021-01-01,ProduktionsReference,2025-01-01,FRSØ,Frederikssund,12.07539,55.842653,-193368.4196,0.6,99.3948,0
2021-01-01,ProduktionsReference,2025-01-01,FRD,150 KV STATION FREDENSDAL,9.50272,57.114232,-25474.90794,8.2,21.8764,70
2021-01-01,ProduktionsReference,2025-01-01,FOU,Foulum,9.565307,56.479682,-265213.288,,,
2021-01-01,ProduktionsReference,2025-01-01,FNM,132 KV STATION FENSMARK,11.820233,55.274069,-56546.43561,100,0,0
2021-01-01,ProduktionsReference,2025-01-01,FLAØ,Flaskegård,12.303998,55.612052,-183783.7259,100,0,0
2021-01-01,ProduktionsReference,2025-01-01,FHO,FrederiksbergHospital,12.522049,55.685414,-73752.6595,100,0,0
2021-01-01,ProduktionsReference,2025-01-01,FGV,Fraugdevest,10.4841,55.364018,-312572.8156,,,
2021-01-01,ProduktionsReference,2025-01-01,FGD,150 KV STATION FRAUGDE,10.503594,55.366458,495668.2565,64.7,17.7578,17.5
2021-01-01,ProduktionsReference,2025-01-01,FER,150 KV STATION FERSLEV,9.878196,56.957065,-123120.4212,10.6,3.4629,86
2021-01-01,ProduktionsReference,2025-01-01,FBG,Fredensborggård,12.401364,55.964641,-58003.43952,100,0,0
2021-01-01,ProduktionsReference,2025-01-01,FARØ,FarumGydegård,12.363353,55.819215,-129425.4572,100,0,0
2021-01-01,ProduktionsReference,2025-01-01,FAN,Fanefjord,12.180011,54.909405,-20657.77894,51.6,0,48.4
2021-01-01,ProduktionsReference,2025-01-01,EVE,Everdrup,11.95027,55.20436,-299254.5716,,,
2021-01-01,ProduktionsReference,2025-01-01,EST,150 KV STATION ESTRUPVEJ,8.460878,55.460814,-157602.477,73.5,26.5252,0
2021-01-01,ProduktionsReference,2025-01-01,ESK,132 KV STATION ESKILSTRUP,11.892958,54.848146,-19137.89724,6.5,0,93.5
2021-01-01,ProduktionsReference,2025-01-01,ENB,Engbjerg,8.20198,56.56708,788728.5173,0.1,0,99.9
2021-01-01,ProduktionsReference,2025-01-01,EJE,Ejegod,11.867673,54.788431,-10561.14198,2.2,96.7649,1
2021-01-01,ProduktionsReference,2025-01-01,EDR,150 KV STATION ENDRUP,8.704736,55.531641,2619131.917,0,0,100
2021-01-01,ProduktionsReference,2025-01-01,EBY,132 KV STATION EJBYGÅRD,12.397473,55.686571,-54953.15345,28,72.0185,0
2021-01-01,ProduktionsReference,2025-01-01,EBG,Eskebjerg,11.305055,55.702839,-4244.629726,4.5,7.8622,87.6
2021-01-01,ProduktionsReference,2025-01-01,EBB,Ebbeløkke,11.491276,55.951465,-48147.89363,91,0,9
2021-01-01,ProduktionsReference,2025-01-01,DYRØ,Dyregård,12.394964,55.732615,-143401.8691,50.4,0,49.6
2021-01-01,ProduktionsReference,2025-01-01,DYB,150 KV STATION DYBVAD,10.379848,57.287242,44499.83014,22.6,19.6601,57.7
2021-01-01,ProduktionsReference,2025-01-01,DTU,DanmarksTekniskeUniveristet,12.514186,55.786391,91261.98377,0,100,0
2021-01-01,ProduktionsReference,2025-01-01,DNF,Danfoss,9.811789,55.035336,639492.4231,0,0,100
2021-01-01,ProduktionsReference,2025-01-01,DDS,Dansteel (Det danske stål valseværk),12.018144,55.962367,-59143.58475,,,
2021-01-01,ProduktionsReference,2025-01-01,DAL,Dalmose,11.453134,55.266406,8735.481053,5.1,26.1689,68.7
2021-01-01,ProduktionsReference,2025-01-01,DAG,Dageløkkegård,12.494292,55.957353,-46226.47753,45.1,54.8657,0
2021-01-01,ProduktionsReference,2025-01-01,BUP,Balstrup,11.80874,55.435184,-94492.92979,5.1,68.2471,26.7
2021-01-01,ProduktionsReference,2025-01-01,BTØ,Bøtø,11.936455,54.678517,-23988.14908,4.1,0,95.9
2021-01-01,ProduktionsReference,2025-01-01,BRYØ,Brøndbygård,12.407886,55.631155,-68885.18419,100,0,0
2021-01-01,ProduktionsReference,2025-01-01,BOR,132 KV STATION BORUP,12.178721,55.90814,-46732.25431,31.1,40.2631,28.6
2021-01-01,ProduktionsReference,2025-01-01,BNT,Bønnet,11.292241,54.903148,13212.70819,69.3,0,30.7
2021-01-01,ProduktionsReference,2025-01-01,BLA,132 KV STATION BLANGSLEV,11.90134,55.167602,246877.146,91.4,0.1073,8.5
2021-01-01,ProduktionsReference,2025-01-01,BJS,400 KV STATION BJÆVERSKOV,12.006822,55.451812,850786.1324,0,0,100
2021-01-01,ProduktionsReference,2025-01-01,BJH,Bjørnholt,9.560741,56.20447,-65841.20398,6.1,75.5175,18.4
2021-01-01,ProduktionsReference,2025-01-01,BIRØ,Birkerødgård,12.405372,55.838903,-95209.48666,3.2,96.7747,0
2021-01-01,ProduktionsReference,2025-01-01,BIL,Bilstrup,9.004559,56.533883,-173235.8876,8.1,39.6449,52.3
2021-01-01,ProduktionsReference,2025-01-01,BELØ,Bellahøjkbst,12.519474,55.705109,-321076.4414,100,0,0
2021-01-01,ProduktionsReference,2025-01-01,BED,150 KV STATION BEDSTED,8.416021,56.811194,-148510.0423,4.3,15.2732,80.4
2021-01-01,ProduktionsReference,2025-01-01,BDR,150 KV STATION BRAMDRUP,9.460314,55.510468,-414277.5983,17.8,10.6379,71.5
2021-01-01,ProduktionsReference,2025-01-01,BDK,150 KV STATION BREDKÆR,10.026387,57.450027,-1271.398513,4.9,20.3801,74.8
2021-01-01,ProduktionsReference,2025-01-01,BBR,150 KV STATION BREDEBRO,8.837609,55.053449,53512.93806,2.4,10.7643,86.9
2021-01-01,ProduktionsReference,2025-01-01,BALØ,Ballerupgård,12.368664,55.723584,-110891.5605,3.4,96.6451,0
2021-01-01,ProduktionsReference,2025-01-01,BAG,132 KV STATION BAGSVÆRDGÅRD,12.446502,55.755795,-91527.03969,50.5,49.5076,0
2021-01-01,ProduktionsReference,2025-01-01,AVV,132 KV STATION AVEDØREVÆRKET,12.480077,55.604372,3378046.473,0,100,0
2021-01-01,ProduktionsReference,2025-01-01,AVE,Avedøregård,12.475582,55.610761,-58943.75184,5.1,0,94.9
2021-01-01,ProduktionsReference,2025-01-01,ASV,132 KV STATION ASNÆSVÆRKET,11.084279,55.660129,-11551.28675,0,100,0
2021-01-01,ProduktionsReference,2025-01-01,ÅSP,150 KV STATION ÅSTRUP,10.896146,56.421855,-146592.2517,12.1,0.7724,87.2
2021-01-01,ProduktionsReference,2025-01-01,ARC,AmagerRessourcecenter,12.61799,55.718081,123461.3391,0,100,0
2021-01-01,ProduktionsReference,2025-01-01,AND,150 KV STATION ANDST,9.246541,55.471588,-230394.4506,18.9,0,81.1
2021-01-01,ProduktionsReference,2025-01-01,AMV,132 KV STATION AMAGERVÆRKET,12.624494,55.685241,944760.5649,0.2,90.9578,8.9
2021-01-01,ProduktionsReference,2025-01-01,AMK,132 KV STATION AMAGER KBST,12.609259,55.641284,-527515.4277,79.6,20.42,0
2021-01-01,ProduktionsReference,2025-01-01,ALL,132 KV STATION ALLERØDGÅRD,12.338456,55.885227,-94856.26734,4,75.0459,21
2021-01-01,ProduktionsReference,2025-01-01,ÅGE,Ågerup,11.752093,55.655788,-30211.299,100,0,0
2021-01-01,ProduktionsReference,2025-01-01,ADL,150 KV STATION ÅDALEN,9.921201,57.024096,-366617.4583,27.2,72.8159,0
2021-01-01,ProduktionsReference,2025-01-01,ABS,150 KV STATION ABILDSKOV,10.169641,55.248865,-175781.2856,29.6,38.2066,32.2
2021-01-01,ProduktionsReference,2025-01-01,ÅBØ,150 KV STATION ÅLBORG ØST,10.032497,57.048482,-203193.5396,1.9,98.1098,0
